"Dataset:","LGBTI","","","","","",""
"Theme:","Social attitudes and government response","","","","","",""
"","","","","","","",""
"[1]: = not available due to small sample size","","","","","","",""
"[2]: = missing value","","","","","","",""
"Source of Data:","Placeholder","","","","","",""
"Last update:","4/1/2020","","","","","",""
"Hyperlink to the variable:","fra-demo-app4.eurodyn.com/en/data-and-maps/2020/lgbti-survey-data-explorer?plot=heatMap&topic=4. Social attitudes and government response&superSubset=0--All&subset=AllSubset&subsetValue=0. All","","","","","",""
"General Disclaimer of the FRA website:","http://fra.europa.eu/en/terms-and-conditions","","","","","",""
"Subset Value:","All","","","","","",""
"","","","","","","",""
"CountryCode","target_group","subset","question_code","question_label","answer","percentage","notes"
"Slovakia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","33",""
"Slovakia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Slovakia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","13",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","23",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","22",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","30",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","12",""
"United Kingdom","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","15",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","21",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","24",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","32",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"EU-28","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","11",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","16",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","39",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","32",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","3",""
"North Macedonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","8",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","10",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","31",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","45",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","6",""
"Serbia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","13",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","45",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","30",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"Austria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","2",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","35",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","41",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","12",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","2",""
"Belgium","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","13",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","23",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","42",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","18",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Bulgaria","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","10",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","40",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","30",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","14",""
"Cyprus","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","2",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","1",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","6",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","41",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","32",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","18",""
"Czechia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","7",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","27",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","40",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","20",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Germany","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","2",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","2",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","16",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","48",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","26",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"Denmark","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","17",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","46",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","25",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"Estonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","20",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","35",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","29",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","6",""
"Greece","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","15",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","35",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","28",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","18",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Spain","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","1",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","6",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","45",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","35",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","11",""
"Finland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","2",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","40",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","33",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","19",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","6",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","1",""
"France","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","5",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","14",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","40",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","34",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"Croatia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","6",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","20",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","49",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","22",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Hungary","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","2",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","8",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","30",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","38",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","21",""
"Ireland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","15",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","31",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","35",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","15",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Italy","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","4",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","12",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","37",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","36",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","10",""
"Lithuania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","9",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","50",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","22",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","11",""
"Luxembourg","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","4",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","4",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","6",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","45",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","37",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"Latvia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","1",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","3",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","25",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","34",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","36",""
"Malta","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","10",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","33",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","39",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","14",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","2",""
"Netherlands","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","36",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","30",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","21",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","10",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","2",""
"Poland","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","9",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","39",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","38",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","11",""
"Portugal","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","15",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","35",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","34",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"Romania","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","4",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","26",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","43",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","20",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","5",""
"Sweden","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","2",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","1",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","5",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","44",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","39",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","10",""
"Slovenia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","23",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","44",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","20",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Slovakia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","14",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","32",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","29",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","18",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"United Kingdom","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","16",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","27",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","33",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","18",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","5",""
"EU-28","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","12",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","14",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","51",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","21",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","2",""
"North Macedonia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Serbia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Serbia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","11",""
"Serbia","All","All","DEXind_b2","In the past five years has violence against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","41",""
